x_loc,y_loc,radius,mass,x_vel,y_vel
316,35,10,1.674481,-1.626046,1.321801
445,173,1,1.7e-05,-0.020822,1.040126
528,89,6,1.2,1.513553,0.33297
479,54,7,1.4,-0.898847,0.351339
122,34,6,1.2,1.262267,0.045287
465,448,7,1.4,1.98585,0.890786
478,88,8,1.6,-1.686782,-0.348204
313,144,10,1.674481,-1.713188,0.660225
233,434,6,1.2,1.516264,1.57729
626,359,9,1.8,1.637585,1.168093
442,370,7,1.4,-0.875125,0.185924
479,206,7,1.4,-0.544785,1.018991
492,374,2,3.3e-05,0.553432,1.574627
601,363,7,1.4,0.488008,0.764195
222,285,6,1.2,1.43351,-0.470505
495,473,10,1.674481,-0.537242,1.402219
495,6,9,1.8,-1.570045,-1.21297
417,191,4,6.7e-05,0.002687,0.103206
495,185,6,1.2,-0.521113,1.617464
507,341,10,1.674481,-0.147371,1.666477
382,334,2,3.3e-05,-1.184441,-0.159081
494,311,2,3.3e-05,-1.237105,-1.04042
189,236,9,1.8,-1.65522,-0.673787
73,33,4,6.7e-05,-1.496263,1.854257
402,412,6,1.2,1.571228,0.572895
302,193,10,1.674481,-1.907228,1.624354
338,338,7,1.4,0.704489,0.491722
243,137,5,1.0,-0.537097,-0.632331
322,476,2,3.3e-05,-1.904699,-0.060056
278,133,9,1.8,0.919797,1.043908
389,268,5,1.0,0.711877,-0.31492
161,195,7,1.4,-0.0387,-0.718799
255,230,6,1.2,0.168319,-1.107924
222,286,6,1.2,-1.048848,-0.736954
609,38,5,1.0,1.799875,0.027913
320,280,8,1.6,0.263285,0.626921
425,27,4,6.7e-05,-0.539658,-0.713042
64,407,8,1.6,0.195431,-0.052539
616,192,2,3.3e-05,0.767811,1.5862
541,346,9,1.8,1.349494,-0.924839
276,332,9,1.8,0.559805,0.72609
338,342,5,1.0,-0.401231,0.481579
292,103,2,3.3e-05,-1.251099,1.259633
603,27,9,1.8,0.489938,0.071423
150,114,9,1.8,0.994178,0.806862
112,116,8,1.6,-0.837889,-1.979904
542,260,9,1.8,0.108919,0.627651
368,432,6,1.2,1.789104,1.144118
418,179,4,6.7e-05,0.420607,-1.800623
445,241,9,1.8,-1.752187,-1.290951
209,416,4,6.7e-05,0.34695,0.319447
241,450,3,5e-05,-1.232902,-0.812319
409,117,1,1.7e-05,-1.717524,-1.195071
272,27,1,1.7e-05,1.573171,-0.813076
264,196,2,3.3e-05,1.490709,1.316969
264,174,4,6.7e-05,-1.382217,-0.810431
613,175,5,1.0,-1.002849,0.244952
635,270,1,1.7e-05,-1.191085,-0.387066
285,423,8,1.6,1.688904,1.124822
338,259,5,1.0,-0.503483,1.176104
613,108,8,1.6,0.347371,-0.65303
52,26,6,1.2,1.724925,-1.001878
117,287,9,1.8,-0.950135,-0.05029
427,107,6,1.2,-0.838705,1.347834
392,87,1,1.7e-05,1.156101,0.802187
93,293,9,1.8,0.451039,0.482063
174,85,5,1.0,-0.464958,1.780285
114,421,1,1.7e-05,-0.170882,-1.976551
261,135,10,1.674481,-1.555107,1.422458
599,205,5,1.0,-0.114729,-0.026219
404,401,5,1.0,-0.56916,0.44593
130,32,6,1.2,-1.41048,-0.153009
280,160,8,1.6,0.604971,-0.087382
10,99,2,3.3e-05,-0.836249,1.69282
590,103,8,1.6,1.896214,-1.342716
235,462,9,1.8,1.286003,0.392495
299,271,3,5e-05,-0.089962,-1.027262
76,230,10,1.674481,1.350246,-1.513972
192,160,7,1.4,1.026021,1.331102
226,20,9,1.8,-0.508227,1.132001
181,444,4,6.7e-05,0.337435,-1.39776
60,316,2,3.3e-05,0.805325,-1.133227
92,359,7,1.4,-0.266072,-0.686589
152,204,4,6.7e-05,1.36658,-0.564465
415,350,5,1.0,-1.192348,0.491721
334,382,10,1.674481,1.379475,0.367288
614,90,8,1.6,1.822965,0.001328
166,24,10,1.674481,-0.983707,0.34445
590,324,4,6.7e-05,-0.647341,-0.984142
503,332,9,1.8,-0.874927,1.772355
7,167,5,1.0,-0.373316,0.735338
254,408,4,6.7e-05,0.854277,-0.091906
46,373,6,1.2,-0.644915,-0.965724
174,40,7,1.4,-0.310397,-1.131464
91,419,5,1.0,-1.950522,1.192871
530,240,3,5e-05,0.689908,-0.207892
610,461,1,1.7e-05,0.470534,-1.346945
556,151,10,1.674481,-1.92587,1.401621
128,399,3,5e-05,-0.027681,-1.212713
433,311,7,1.4,-0.341792,-0.940193
444,457,1,1.7e-05,1.356128,-1.076574
219,359,4,6.7e-05,-1.60414,1.956231
258,165,3,5e-05,-0.707053,1.674513
530,404,3,5e-05,0.675476,-0.261705
530,1,10,1.674481,-1.106857,-1.986197
600,472,9,1.8,-1.948145,-0.618387
400,205,8,1.6,1.185464,-0.155433
601,288,1,1.7e-05,0.311983,1.967634
34,151,4,6.7e-05,-1.735606,1.316926
82,214,1,1.7e-05,0.738233,-1.926293
191,62,1,1.7e-05,1.068903,0.376395
13,186,4,6.7e-05,0.1971,0.371437
595,389,6,1.2,-0.09925,-1.622725
115,192,7,1.4,-1.216982,1.303589
399,268,8,1.6,-0.147119,-0.582989
182,122,7,1.4,-1.52252,1.416765
82,321,1,1.7e-05,-1.780763,0.303997
467,239,7,1.4,1.075676,-1.161994
465,113,2,3.3e-05,-1.514276,-1.469119
473,218,10,1.674481,-0.546857,-0.617906
316,345,8,1.6,0.389143,-0.75567
10,116,2,3.3e-05,-0.770458,-0.215958
43,290,4,6.7e-05,-0.382707,0.209013
55,412,5,1.0,-0.354242,1.03499
483,0,1,1.7e-05,1.479899,0.719842
60,232,9,1.8,1.7862,1.033958
201,223,10,1.674481,1.443684,-1.083186
329,107,10,1.674481,1.784249,0.682722
554,131,5,1.0,0.29635,-1.687433
320,79,10,1.674481,1.844635,0.386812
230,335,1,1.7e-05,-0.009667,1.940008
156,286,1,1.7e-05,1.572598,0.517528
125,417,5,1.0,-1.081452,0.098605
311,90,3,5e-05,-1.055119,0.718957
339,62,5,1.0,1.200679,-0.183877
370,452,6,1.2,-1.886749,-1.750225
217,85,6,1.2,0.358631,0.183023
457,116,9,1.8,-0.360518,1.454937
601,270,5,1.0,-0.786669,-0.264084
426,337,10,1.674481,-0.660732,1.440237
235,433,1,1.7e-05,-1.770073,0.691952
90,393,1,1.7e-05,-0.889532,1.716431
321,219,5,1.0,1.652232,1.923548
279,92,6,1.2,-0.746537,1.51369
173,353,5,1.0,-0.704047,0.458176
503,429,3,5e-05,1.749309,-0.43869
23,165,9,1.8,-0.029805,-1.792579
76,449,9,1.8,-1.512322,1.630353
632,473,8,1.6,1.03546,-1.94061
184,470,8,1.6,0.318,0.232967
265,156,1,1.7e-05,-1.181017,1.804443
183,467,9,1.8,-0.625967,1.837676
94,209,1,1.7e-05,-1.366968,-1.649009
571,10,4,6.7e-05,-1.326369,1.807658
114,150,1,1.7e-05,0.948903,1.245064
469,444,1,1.7e-05,-0.387402,1.298218
525,258,5,1.0,-1.458296,-0.604157
512,48,5,1.0,-0.679228,-1.105181
208,69,10,1.674481,-1.035365,-0.766945
78,203,7,1.4,-0.679602,1.65552
495,113,8,1.6,-0.307342,0.035136
517,77,9,1.8,0.405505,-1.451199
406,115,6,1.2,0.564739,-0.225664
455,203,5,1.0,-1.758398,-1.936928
514,393,10,1.674481,1.681709,1.67284
567,239,9,1.8,-0.403921,0.799337
358,408,9,1.8,-0.22195,1.560905
291,71,2,3.3e-05,-0.947587,0.320209
474,297,10,1.674481,0.414582,1.92831
148,442,4,6.7e-05,0.5335,-1.419236
535,343,3,5e-05,0.826185,-1.796935
525,155,9,1.8,1.186484,0.928995
545,26,5,1.0,-1.245063,-1.813448
440,390,10,1.674481,-1.213689,1.039895
588,206,6,1.2,1.301265,-0.467778
306,98,9,1.8,-0.924832,1.280323
406,179,6,1.2,0.589407,0.335735
164,406,3,5e-05,-0.456209,1.389281
572,388,9,1.8,-0.104436,1.568417
182,390,5,1.0,1.045354,-0.434146
251,209,1,1.7e-05,-1.046007,1.052252
335,446,6,1.2,0.557059,-0.566169
449,445,5,1.0,1.518163,-1.408443
604,460,10,1.674481,-1.025011,0.798843
144,129,7,1.4,-1.109473,1.714981
385,161,2,3.3e-05,-1.962083,1.722873
360,109,4,6.7e-05,0.318599,-0.891453
182,389,4,6.7e-05,-1.462519,-0.39058
523,414,10,1.674481,-1.548889,-1.161845
154,321,9,1.8,1.563446,1.027294
534,91,10,1.674481,-0.467973,-1.904865
568,379,4,6.7e-05,-0.568651,-0.460387
279,469,7,1.4,-0.183976,-1.825967
191,221,7,1.4,1.670395,0.012618
375,223,5,1.0,0.459109,1.05454
503,241,3,5e-05,1.27053,-1.753612
186,442,6,1.2,1.024852,-0.629918
362,67,8,1.6,-0.74549,1.834641
290,407,8,1.6,-1.115957,-0.281402
495,157,4,6.7e-05,0.963537,-1.488734
358,17,7,1.4,0.218815,0.146521
557,29,2,3.3e-05,-1.898584,0.415505
634,61,5,1.0,-1.270036,-1.924937
77,175,6,1.2,1.634604,0.767214
183,96,3,5e-05,-0.707593,-1.422953
624,158,4,6.7e-05,-0.783247,0.699039
92,202,5,1.0,0.931295,1.734313
247,264,9,1.8,1.995681,-0.328305
32,237,3,5e-05,0.386127,-0.197577
33,347,4,6.7e-05,-1.171973,-0.188389
524,196,4,6.7e-05,-1.504674,-1.092715
180,468,8,1.6,0.952792,0.115108
358,72,5,1.0,-0.008655,1.100183
484,157,6,1.2,1.554629,1.916663
403,98,4,6.7e-05,1.482407,-1.471265
58,320,5,1.0,-1.523228,1.392896
487,195,8,1.6,-1.711916,1.13398
448,46,1,1.7e-05,1.66011,1.156228
293,128,8,1.6,-0.275389,1.199436
605,52,10,1.674481,-0.51633,0.214184
323,324,1,1.7e-05,0.07509,0.928038
268,179,6,1.2,-0.376894,1.250717
498,155,1,1.7e-05,1.043182,1.224398
211,438,2,3.3e-05,-1.921802,-1.020817
104,178,3,5e-05,-1.860285,-1.845763
272,309,10,1.674481,1.426836,-0.141521
121,269,3,5e-05,1.714161,1.68777
293,412,7,1.4,-1.416478,-0.28553
167,0,7,1.4,-0.509109,-0.698463
439,231,6,1.2,-0.675974,-0.002404
314,469,8,1.6,-0.810707,-1.314607
553,440,1,1.7e-05,0.058152,1.460818
496,318,4,6.7e-05,1.202913,1.459918
96,267,3,5e-05,1.540127,0.497077
509,326,2,3.3e-05,1.975859,-1.939666
85,207,2,3.3e-05,1.518193,-1.098664
282,276,4,6.7e-05,-0.208925,-1.645841
157,343,9,1.8,0.221426,0.807604
185,30,2,3.3e-05,-1.645879,-0.116305
144,400,5,1.0,1.255079,1.625814
445,200,7,1.4,-1.517865,0.998302
249,262,3,5e-05,1.959345,0.807026
387,53,2,3.3e-05,-1.790917,-1.199651
449,146,9,1.8,0.311458,-0.010627
45,108,5,1.0,-1.701635,-1.605493
452,154,7,1.4,1.705655,1.357531
157,239,4,6.7e-05,1.77778,-1.250212
108,440,10,1.674481,1.159303,1.208368
467,397,4,6.7e-05,-0.753173,-1.296507
383,207,8,1.6,1.837299,1.966956
515,446,3,5e-05,1.14648,1.827052
233,88,6,1.2,-0.132773,0.524954
302,8,4,6.7e-05,-0.683417,1.034921
473,224,4,6.7e-05,-1.363875,0.853383
322,53,3,5e-05,-0.831235,-1.798172
465,299,9,1.8,1.654144,1.201081
320,350,1,1.7e-05,1.537375,-1.045006
113,371,9,1.8,-0.300499,0.550981
155,246,10,1.674481,-1.131801,-1.519463
31,129,5,1.0,-0.465019,-0.162263
303,20,5,1.0,-1.120422,1.204823
532,26,2,3.3e-05,0.917085,-1.311725
520,371,5,1.0,0.160658,-1.176063
146,220,9,1.8,1.52972,-1.107351
339,56,5,1.0,-1.623946,-1.142012
50,399,2,3.3e-05,-0.565406,1.148721
52,203,2,3.3e-05,0.383445,1.246327
458,11,2,3.3e-05,-1.115849,0.090865
49,174,7,1.4,-1.993369,0.542676
586,22,8,1.6,-1.961589,-0.167232
506,263,10,1.674481,-1.010771,1.615649
85,465,8,1.6,-0.391091,1.473657
269,218,10,1.674481,-1.626272,-0.160507
334,457,9,1.8,-1.334515,-0.326141
584,330,6,1.2,-0.295116,-1.710815
289,379,10,1.674481,-1.690177,-1.323318
202,89,5,1.0,-1.976055,-0.55136
84,21,2,3.3e-05,-1.779324,-1.715871
28,62,6,1.2,-0.528844,1.22394
129,65,5,1.0,1.445192,0.933303
471,270,7,1.4,-0.668907,0.820199
33,71,3,5e-05,-0.133761,0.748892
610,40,6,1.2,0.796501,-0.251158
45,373,7,1.4,1.901912,1.845939
471,79,1,1.7e-05,-1.729359,0.605598
296,310,9,1.8,1.982677,-1.222738
68,340,5,1.0,-0.873618,1.263537
584,161,4,6.7e-05,1.404514,1.632178
157,390,2,3.3e-05,0.10597,-0.12913
589,43,6,1.2,-0.868758,0.262445
565,105,2,3.3e-05,0.674706,-1.123488
209,169,5,1.0,-0.258268,1.55721
514,442,1,1.7e-05,-0.19889,1.529244
245,256,10,1.674481,0.247612,-1.386716
352,29,5,1.0,-1.197565,0.197463
107,471,8,1.6,-0.890873,1.219721
518,205,5,1.0,1.482131,-0.972479
61,6,1,1.7e-05,0.636277,0.311586
108,468,10,1.674481,0.241019,-0.485202
239,262,8,1.6,-1.947286,1.396029
211,408,4,6.7e-05,-1.534528,1.877414
126,260,3,5e-05,-1.055907,0.139162
311,322,4,6.7e-05,-1.891336,0.796224
357,278,5,1.0,0.806567,1.908989
612,224,8,1.6,0.466192,-0.678226
39,124,1,1.7e-05,0.217285,-0.43117
33,207,1,1.7e-05,1.923598,-0.142592
39,463,5,1.0,-0.813295,0.102451
545,331,6,1.2,-0.340931,-1.432125
340,84,5,1.0,1.658243,0.082077
317,167,5,1.0,-0.865337,0.661708
385,244,1,1.7e-05,1.977187,-1.765415
265,462,4,6.7e-05,1.488989,-0.434451
369,172,5,1.0,-1.063818,-1.733138
634,159,1,1.7e-05,-1.651085,1.653593
585,190,5,1.0,0.446779,0.125341
351,100,7,1.4,0.301995,1.397657
208,356,6,1.2,1.056197,0.499967
446,45,5,1.0,-1.813142,-1.7545
45,71,6,1.2,0.622033,0.184898
162,467,2,3.3e-05,-1.265307,-1.771006
438,280,6,1.2,-1.7044,0.902464
161,379,2,3.3e-05,-1.502563,1.791286
321,468,6,1.2,1.06291,0.100491
414,303,9,1.8,1.786608,1.411601
22,150,10,1.674481,1.743978,-1.073002
441,140,10,1.674481,0.548254,-1.513271
5,280,4,6.7e-05,-0.247916,-0.317908
126,86,1,1.7e-05,-0.939578,-1.067931
586,67,5,1.0,0.698313,0.972775
189,309,7,1.4,-1.527114,-0.078752
246,396,7,1.4,-1.610067,-1.258353
0,158,2,3.3e-05,0.928504,-1.96944
123,349,2,3.3e-05,0.953354,-1.707432
396,440,3,5e-05,1.685931,-1.824087
478,334,3,5e-05,0.073424,0.548105
327,265,1,1.7e-05,-1.552588,-1.891998
353,386,6,1.2,1.472463,0.028795
465,215,8,1.6,1.237184,-1.652843
259,31,2,3.3e-05,-1.609513,-1.692946
236,318,1,1.7e-05,0.328536,-1.884152
281,288,6,1.2,-1.728564,0.682843
608,133,6,1.2,0.568079,1.84543
58,130,7,1.4,0.418168,1.246423
3,13,5,1.0,1.275162,1.701696
503,140,10,1.674481,-0.716488,-1.570127
195,293,8,1.6,1.264665,0.510702
234,459,1,1.7e-05,-0.121039,-1.855497
221,149,10,1.674481,0.876445,-0.026304
618,32,6,1.2,-1.716397,-0.161554
68,204,9,1.8,-1.565941,-1.313146
172,211,3,5e-05,0.750217,-1.64719
346,76,3,5e-05,1.183117,-0.638994
382,471,10,1.674481,-0.932026,1.331071
493,297,2,3.3e-05,1.020925,-0.568396
239,224,1,1.7e-05,-1.741257,-1.172891
282,352,4,6.7e-05,-1.548633,0.801782
489,86,2,3.3e-05,0.515553,-0.330623
101,28,7,1.4,-0.940308,-0.069161
200,209,2,3.3e-05,-1.520915,0.17742
437,474,4,6.7e-05,0.34797,1.103522
128,91,5,1.0,0.276886,-0.663086
22,255,4,6.7e-05,1.366305,1.793131
231,211,7,1.4,1.577447,0.604933
173,241,2,3.3e-05,0.700424,-1.966318
326,117,9,1.8,-0.412443,-1.016747
578,56,2,3.3e-05,-0.478755,-1.200873
240,442,1,1.7e-05,-1.284619,0.653446
349,151,2,3.3e-05,1.395191,-0.241259
290,251,3,5e-05,0.067019,0.683299
314,230,2,3.3e-05,-0.483012,-1.441544
351,285,4,6.7e-05,-1.624018,-1.110224
443,382,5,1.0,0.567773,0.774562
110,192,9,1.8,-0.777994,-1.89632
87,75,10,1.674481,-0.369154,-1.31812
529,278,3,5e-05,-0.266243,1.093387
550,366,10,1.674481,1.472725,0.827793
256,183,2,3.3e-05,0.760977,0.604883
580,372,5,1.0,1.112219,-1.75186
317,286,2,3.3e-05,-1.648629,-1.07307
580,270,6,1.2,0.704395,0.026469
577,156,10,1.674481,-1.438678,-1.496218
619,351,6,1.2,-1.706141,0.992727
205,363,5,1.0,1.577037,-0.595762
479,440,1,1.7e-05,0.116699,0.9931
67,172,2,3.3e-05,1.416566,-1.435577
589,144,5,1.0,1.581926,-1.293653
112,120,4,6.7e-05,1.082338,1.389912
435,11,3,5e-05,-0.764224,1.271454
350,357,7,1.4,-0.139446,1.679331
110,114,9,1.8,-1.454648,0.55449
513,11,5,1.0,-0.85129,-0.013897
135,237,6,1.2,1.735033,1.560431
559,458,6,1.2,1.890131,-1.456485
268,244,1,1.7e-05,-1.598908,1.316444
317,457,2,3.3e-05,0.978435,1.936302
373,9,10,1.674481,1.964747,-0.159138
90,274,10,1.674481,-1.516245,-0.484472
346,232,3,5e-05,-1.253711,1.60111
345,119,10,1.674481,-1.973847,-0.700272
260,395,9,1.8,0.863486,-1.069604
542,193,8,1.6,0.216974,-1.119054
270,58,9,1.8,-0.120197,-1.817555
605,271,1,1.7e-05,1.870764,1.70045
603,200,4,6.7e-05,0.183855,-1.92497
541,381,4,6.7e-05,1.777247,-1.780147
414,254,3,5e-05,1.845332,-1.258202
214,199,1,1.7e-05,-0.223684,-1.289436
385,285,4,6.7e-05,0.186328,-1.839802
310,219,5,1.0,0.222877,-1.583193
539,426,1,1.7e-05,-0.226017,-0.468116
42,167,7,1.4,1.83574,0.714502
192,81,7,1.4,-0.727652,-0.604085
139,299,4,6.7e-05,1.726609,1.639712
524,279,3,5e-05,1.042798,-0.720368
66,82,6,1.2,1.013198,-0.732961
90,10,10,1.674481,-0.701553,0.618129
207,469,10,1.674481,-0.359657,0.316694
68,57,3,5e-05,0.680506,-0.541486
37,221,7,1.4,1.044654,-0.595217
266,387,7,1.4,0.904911,-1.475158
176,118,4,6.7e-05,-0.684356,0.644648
121,19,3,5e-05,-0.773136,-1.481445
155,172,6,1.2,-1.092575,-1.577913
576,51,1,1.7e-05,1.042913,1.753722
291,458,10,1.674481,1.265504,-0.4132
31,177,5,1.0,-0.746581,1.723827
69,110,1,1.7e-05,0.946279,-0.779532
64,246,4,6.7e-05,-1.585289,-0.567866
282,240,7,1.4,-1.019775,0.980055
4,75,2,3.3e-05,-1.498174,1.226607
31,63,2,3.3e-05,-0.044858,0.10828
340,146,4,6.7e-05,-0.460552,-0.171265
241,85,5,1.0,1.59847,1.6169
281,285,10,1.674481,0.126104,-1.392989
434,107,5,1.0,0.106647,1.859314
70,442,3,5e-05,1.358363,0.628866
526,59,9,1.8,-1.038676,-1.493006
471,416,3,5e-05,-1.244278,0.84335
0,479,10,1.674481,-0.547951,-0.817196
351,393,5,1.0,-1.443997,1.425846
163,399,10,1.674481,-0.224699,0.851583
525,302,6,1.2,-0.427323,1.457458
465,427,2,3.3e-05,1.880151,-1.575996
265,233,10,1.674481,1.613568,-1.165648
502,463,9,1.8,1.738522,-0.787858
74,239,4,6.7e-05,-0.202429,1.256302
518,256,3,5e-05,-0.174045,0.06651
357,380,2,3.3e-05,-0.341662,1.580719
476,299,10,1.674481,-1.926852,-1.676178
568,427,8,1.6,0.056276,-1.523429
60,283,3,5e-05,1.013069,1.924777
149,436,9,1.8,0.841939,0.230975
143,178,7,1.4,-0.060634,-0.142003
576,274,5,1.0,0.88709,1.841664
150,94,10,1.674481,1.407976,-1.283279
487,277,8,1.6,1.658717,-0.747727
90,353,6,1.2,1.639226,1.006997
604,294,10,1.674481,1.859716,-0.760043
319,156,3,5e-05,1.998673,-0.429319
58,394,3,5e-05,-0.986688,-0.512992
595,131,1,1.7e-05,1.518182,-0.675374
187,93,2,3.3e-05,-0.047181,0.456737
388,284,6,1.2,-0.307415,1.102651
583,368,8,1.6,-1.877541,-0.284783
536,285,2,3.3e-05,0.157849,-1.353607
258,129,10,1.674481,1.039094,-0.054252
261,41,5,1.0,-0.574725,-1.626907
53,181,4,6.7e-05,-1.575522,-1.95667
333,80,3,5e-05,-0.308589,1.063883
107,405,2,3.3e-05,-1.165168,1.631902
377,229,2,3.3e-05,-1.318806,1.861785
365,327,9,1.8,-0.141048,1.774861
467,408,2,3.3e-05,0.855435,0.142514
261,80,9,1.8,-0.487819,0.652373
365,229,5,1.0,-0.146687,-1.45129
48,415,4,6.7e-05,1.613716,-1.589205
484,399,1,1.7e-05,1.630129,-1.139534
591,85,2,3.3e-05,0.816315,-0.224676
237,195,3,5e-05,-0.727955,0.804334
47,336,3,5e-05,0.767532,1.138145
350,99,5,1.0,-0.484171,-0.499649
335,34,3,5e-05,-1.453849,1.787924
21,37,9,1.8,1.088407,0.671957
423,151,1,1.7e-05,-1.465813,0.188887
158,339,5,1.0,0.680382,1.82816
309,289,8,1.6,-1.50768,0.152616
181,232,10,1.674481,1.854588,-1.60397
208,162,1,1.7e-05,0.471474,0.677708
26,317,3,5e-05,1.369644,-0.887798
104,188,4,6.7e-05,-0.526259,-1.750547
372,223,5,1.0,-1.619931,-0.358882
141,288,10,1.674481,-0.467212,-1.796378
364,260,4,6.7e-05,-0.921198,-1.337776
390,120,4,6.7e-05,1.58248,1.617155
103,54,1,1.7e-05,-1.503846,0.711249
375,333,7,1.4,0.334517,1.054281
313,419,7,1.4,1.858371,-0.939655
440,401,1,1.7e-05,-0.534534,0.900336
66,108,9,1.8,-1.012088,-1.549239
0,433,10,1.674481,-0.32784,1.886271
56,9,10,1.674481,1.701857,-1.843832
603,150,1,1.7e-05,-0.617594,1.672699
8,413,3,5e-05,-0.777975,-1.52379
622,83,3,5e-05,-1.742158,-1.103061
428,479,2,3.3e-05,1.028463,-0.505886
338,354,4,6.7e-05,-1.506661,1.779246
636,135,2,3.3e-05,1.44697,0.834093
404,139,9,1.8,-0.147005,-1.104797
1,460,8,1.6,1.531996,-0.325484
355,26,10,1.674481,-0.991272,0.936359
210,211,4,6.7e-05,0.442504,-1.986001
569,10,10,1.674481,1.585823,-1.592253
570,113,7,1.4,-1.494679,0.279151
607,206,7,1.4,1.570955,0.961486
563,394,5,1.0,0.610434,0.616355
118,88,9,1.8,-0.318306,1.052389
163,136,3,5e-05,1.065696,1.772907
75,138,1,1.7e-05,0.878319,1.838734
100,303,8,1.6,0.704956,0.258476
335,285,8,1.6,0.524352,0.946554
67,202,3,5e-05,-1.742598,-0.39882
602,122,9,1.8,-0.035353,-0.217713
424,14,9,1.8,0.313081,1.171918
19,181,5,1.0,-1.303633,-1.124833
236,226,7,1.4,-1.009517,0.032007
628,189,1,1.7e-05,0.356175,-0.102879
559,85,1,1.7e-05,1.614026,-0.688711
497,449,6,1.2,-1.224205,-1.526337
429,24,9,1.8,1.172824,1.589957
501,240,1,1.7e-05,-1.652629,-1.93081
572,139,4,6.7e-05,-1.872118,0.335142
534,198,7,1.4,1.939323,-0.637092
526,45,3,5e-05,0.969292,-1.589424
342,99,2,3.3e-05,-0.256361,0.838717
524,106,10,1.674481,1.526614,-0.978179
253,360,9,1.8,0.310179,-1.820419
184,396,5,1.0,1.029523,0.648773
434,288,4,6.7e-05,0.77232,0.184886
422,89,6,1.2,0.048894,-0.166569
421,334,6,1.2,1.455617,-1.296355
584,162,2,3.3e-05,-1.807894,0.526078
309,28,7,1.4,-0.561031,1.629681
554,340,9,1.8,1.532619,-0.692244
90,326,2,3.3e-05,-1.90795,1.924465
543,443,5,1.0,1.669894,-0.221803
56,329,7,1.4,1.667987,1.616195
602,430,4,6.7e-05,0.109648,1.730588
61,186,9,1.8,-0.568865,0.066076
444,97,4,6.7e-05,0.379675,-0.197047
255,113,7,1.4,-0.131291,-1.034656
596,8,3,5e-05,0.789986,0.680056
480,228,3,5e-05,1.161629,1.783821
368,176,1,1.7e-05,-1.070598,0.370986
102,245,2,3.3e-05,0.341485,-1.183267
189,48,4,6.7e-05,-0.085741,1.707967
492,301,7,1.4,0.036669,-1.277633
12,161,10,1.674481,0.466374,-1.616109
481,107,8,1.6,1.34958,-1.006076
503,472,2,3.3e-05,-0.787658,-0.684091
294,219,5,1.0,-0.547413,-0.315295
354,323,1,1.7e-05,-1.822795,0.940734
427,461,5,1.0,-1.502155,-1.043768
567,10,2,3.3e-05,-0.545099,-0.065281
241,325,8,1.6,-1.830778,-1.118832
227,13,4,6.7e-05,0.390431,0.173397
501,356,9,1.8,0.941174,-0.406194
58,441,6,1.2,0.470606,-0.364194
138,370,5,1.0,0.095046,-0.635382
442,60,8,1.6,-0.416307,0.927374
408,331,7,1.4,-0.92132,1.151492
466,108,3,5e-05,0.943295,-1.710874
579,466,2,3.3e-05,-0.453448,1.721627
354,21,2,3.3e-05,-1.210384,1.281406
378,191,10,1.674481,1.693271,1.965056
144,156,9,1.8,1.542134,-1.128147
301,406,4,6.7e-05,1.342131,1.478002
269,323,5,1.0,-0.621013,-1.747486
414,44,7,1.4,1.751603,0.435979
21,410,6,1.2,-0.482752,0.285185
129,61,10,1.674481,-0.408291,0.730734
46,23,1,1.7e-05,1.218317,1.791539
146,314,8,1.6,-1.590669,0.129912
396,429,10,1.674481,0.831448,1.342247
507,172,2,3.3e-05,-0.575809,-1.105438
474,370,4,6.7e-05,-1.386036,1.709532
527,429,4,6.7e-05,-1.136841,-0.668553
435,336,4,6.7e-05,-1.740086,-1.815378
312,155,1,1.7e-05,-0.422507,-1.105188
312,21,10,1.674481,-0.724114,-1.073428
386,429,9,1.8,-0.052932,0.070971
238,248,8,1.6,-0.908378,-0.569016
624,101,8,1.6,-0.933538,1.241857
456,445,2,3.3e-05,-0.022187,-0.680644
542,74,1,1.7e-05,0.538243,-0.181622
117,64,4,6.7e-05,1.404922,-0.764934
338,155,2,3.3e-05,0.546926,-1.697135
402,318,3,5e-05,1.618282,-1.241914
552,148,6,1.2,0.133184,-0.995157
86,285,10,1.674481,-1.367202,1.467979
418,152,10,1.674481,-0.838592,1.979662
81,419,2,3.3e-05,-0.006259,-1.337639
293,389,8,1.6,-1.793328,0.246251
542,181,2,3.3e-05,-1.53052,-0.823237
227,390,10,1.674481,-0.246861,1.106071
629,315,8,1.6,0.054186,-1.343789
500,410,2,3.3e-05,-0.288102,0.279765
270,230,9,1.8,-1.966235,0.509386
200,252,2,3.3e-05,-0.840916,1.154093
448,377,1,1.7e-05,-1.524488,0.307366
5,258,8,1.6,-1.787157,-0.588181
411,351,1,1.7e-05,1.587009,-0.474278
228,427,7,1.4,0.26192,-0.461281
118,271,1,1.7e-05,1.338115,0.772212
470,425,1,1.7e-05,1.222722,-1.81538
97,120,10,1.674481,1.995806,1.357069
627,217,1,1.7e-05,-1.055016,0.862456
347,181,8,1.6,0.700228,-1.17814
272,177,3,5e-05,0.990367,1.909378
551,259,3,5e-05,-1.827884,0.280292
438,164,4,6.7e-05,-1.132676,1.911282
302,222,8,1.6,0.875378,-0.305826
627,120,8,1.6,-1.699403,0.11471
306,101,8,1.6,1.057521,0.521019
151,300,7,1.4,-0.200722,-1.045124
481,336,1,1.7e-05,-1.443253,1.941858
266,299,9,1.8,0.117235,-0.45574
258,454,5,1.0,0.625201,0.026856
54,218,2,3.3e-05,1.329146,1.922585
